Дата продажи	Товар.Код	Отдел.Код	Час покупки	Количество	Сумма
08.01.2009	84112	2	20	5	185,93
08.01.2009	814	3	14	1	93,85
08.01.2009	1843	3	12	1	15,79
08.01.2009	3381	3	14	1	101,5
08.01.2009	3382	3	12	1	293,92
08.01.2009	3382	3	13	1	293,18
08.01.2009	3382	3	14	1	293,18
08.01.2009	3384	3	20	1	125,46
08.01.2009	5190	3	15	1	24,39
08.01.2009	5377	3	18	1	57,12
08.01.2009	7005	3	12	1	101,3
08.01.2009	9240	3	17	1	6,26
08.01.2009	11816	3	10	1	110,1
08.01.2009	11816	3	11	1	110,1
08.01.2009	11945	3	14	1	18,8
08.01.2009	13488	3	13	1	18,14
08.01.2009	16534	3	9	1	15,62
08.01.2009	16534	3	10	10	156,19
08.01.2009	16534	3	12	7	109,34
08.01.2009	16534	3	13	4	62,48
08.01.2009	16534	3	14	2	31,24
08.01.2009	16534	3	15	8	124,96
08.01.2009	16534	3	16	2	31,24
08.01.2009	16534	3	17	1	15,62
08.01.2009	16534	3	18	8	124,96
08.01.2009	16534	3	19	2	31,24
08.01.2009	18429	3	13	2	24,69
08.01.2009	18489	3	11	1	4,5
08.01.2009	18489	3	13	1	4,5
08.01.2009	18489	3	14	1	4,5
08.01.2009	18489	3	19	2	9,01
08.01.2009	19529	3	20	1	214,23
08.01.2009	21269	3	11	1	381,81
08.01.2009	22899	3	15	1	26,11
08.01.2009	26114	3	10	2	3,74
08.01.2009	27289	3	10	1	119,42
08.01.2009	27289	3	18	1	123,06
08.01.2009	27459	3	19	1	82,29
08.01.2009	27490	3	15	1	235,09
08.01.2009	28551	3	16	1	31,65
08.01.2009	28560	3	14	1	60,61
08.01.2009	31164	3	14	1	91,75
08.01.2009	32055	3	11	1	7,18
08.01.2009	32055	3	16	1	7,18
08.01.2009	33654	3	14	1	453,2
08.01.2009	35321	3	9	1	62,65
08.01.2009	35694	3	10	1	125,37
08.01.2009	35694	3	12	2	250,73
08.01.2009	35694	3	13	1	125,37
08.01.2009	35694	3	18	1	125,37
08.01.2009	35821	3	13	1	85,66
08.01.2009	36554	3	11	1	13,51
08.01.2009	36554	3	13	1	13,51
08.01.2009	36554	3	14	3	40,54
08.01.2009	36554	3	15	4	54,05
08.01.2009	36554	3	16	3	40,54
08.01.2009	37083	3	16	1	51,21
08.01.2009	38164	3	15	2	33,77
08.01.2009	38164	3	16	1	16,89
08.01.2009	40358	3	15	1	15,78
08.01.2009	40596	3	16	1	48,26
08.01.2009	41616	3	10	1	30,21
08.01.2009	41800	3	12	2	33,97
08.01.2009	43699	3	13	2	25,51
08.01.2009	43700	3	13	1	12,75
08.01.2009	43700	3	14	1	12,75
08.01.2009	44291	3	19	1	66,98
08.01.2009	46293	3	15	1	50,68
08.01.2009	47021	3	11	1	111,34
08.01.2009	47871	3	20	1	30,77
08.01.2009	48238	3	10	1	6,26
08.01.2009	48238	3	13	1	6,26
08.01.2009	48238	3	18	2	12,52
08.01.2009	51130	3	9	1	247,22
08.01.2009	52126	3	11	1	238,37
08.01.2009	58181	3	13	1	318,26
08.01.2009	58590	3	15	1	220,93
08.01.2009	60066	3	13	1	199,5
08.01.2009	61326	3	16	1	29,17
08.01.2009	64884	3	19	1	19,38
08.01.2009	65828	3	13	1	83,09
08.01.2009	65829	3	13	1	128,49
08.01.2009	68036	3	11	1	134,51
08.01.2009	68036	3	13	5	672,55
08.01.2009	68036	3	15	2	269,02
08.01.2009	68036	3	18	3	403,53
08.01.2009	70340	3	13	1	190,38
08.01.2009	70587	3	14	3	7,37
08.01.2009	70587	3	16	5	12,28
08.01.2009	70587	3	19	2	4,91
08.01.2009	70587	3	20	10	24,57
08.01.2009	74992	3	16	1	37,17
08.01.2009	74992	3	19	1	37,17
08.01.2009	80174	3	14	1	233,81
08.01.2009	82143	3	18	2	52,03
08.01.2009	82238	3	18	1	105,4
08.01.2009	82275	3	14	1	97,6
08.01.2009	82276	3	18	2	140,22
08.01.2009	82545	3	18	1	274,74
08.01.2009	83122	3	16	1	53,62
08.01.2009	83587	3	16	4	85,8
08.01.2009	83609	3	11	1	5,64
08.01.2009	83609	3	13	6	33,81
08.01.2009	83609	3	14	3	16,91
08.01.2009	83609	3	16	5	30,81
08.01.2009	83609	3	19	2	12,32
08.01.2009	83715	3	13	1	10,35
08.01.2009	83800	3	20	3	13,81
08.01.2009	84190	3	17	1	74,55
08.01.2009	84872	3	16	1	23,4
08.01.2009	85033	3	13	1	45,32
08.01.2009	85076	3	14	1	16,98
08.01.2009	85459	3	11	1	24,78
08.01.2009	85637	3	10	1	47,68
08.01.2009	85762	3	15	1	25,21
09.01.2009	504	1	15	1	102,96
09.01.2009	3382	1	19	1	294,9
09.01.2009	10217	1	10	3	28,14
09.01.2009	10453	1	18	1	119,73
09.01.2009	10650	1	17	1	30,01
09.01.2009	11945	1	18	1	20,92
09.01.2009	15654	1	15	1	429,76
09.01.2009	16534	1	9	5	78
09.01.2009	16534	1	10	3	46,8
09.01.2009	16534	1	11	4	62,4
09.01.2009	16534	1	12	1	15,6
09.01.2009	16534	1	13	4	62,4
09.01.2009	16534	1	14	4	62,4
09.01.2009	16534	1	15	1	15,6
09.01.2009	16534	1	16	8	124,8
09.01.2009	16534	1	17	3	46,8
09.01.2009	16534	1	18	8	124,8
09.01.2009	16534	1	19	1	15,6
09.01.2009	16560	1	10	1	7,96
09.01.2009	18346	1	16	1	11,08
09.01.2009	18346	1	17	1	11,08
09.01.2009	18346	1	18	2	22,15
09.01.2009	18429	1	12	1	10,51
09.01.2009	18429	1	14	2	21,02
09.01.2009	18429	1	17	1	10,51
09.01.2009	20852	1	12	1	40,05
09.01.2009	20852	1	14	1	40,05
09.01.2009	21926	1	13	1	118,15
09.01.2009	27289	1	17	1	102,84
09.01.2009	27458	1	11	1	72,07
09.01.2009	28558	1	13	1	48,54
09.01.2009	31051	1	10	1	85
09.01.2009	32055	1	14	2	14,35
09.01.2009	32055	1	17	1	7,18
09.01.2009	32560	1	10	2	23,56
09.01.2009	35600	1	17	1	728,5
09.01.2009	35694	1	18	1	125,37
09.01.2009	35821	1	17	1	83,38
09.01.2009	36554	1	10	1	16,09
09.01.2009	36554	1	12	2	32,17
09.01.2009	36554	1	14	4	64,35
09.01.2009	36554	1	17	1	16,09
09.01.2009	36554	1	18	3	48,26
09.01.2009	36948	1	12	3	15,97
09.01.2009	37282	1	17	1	22,05
09.01.2009	37835	1	14	2	239,65
09.01.2009	38164	1	15	2	33,77
09.01.2009	38222	1	17	1	109,41
09.01.2009	44291	1	15	1	66,98
09.01.2009	46325	1	10	1	10,98
09.01.2009	46325	1	15	1	10,98
09.01.2009	47863	1	17	1	55,5
09.01.2009	50647	1	11	1	152,29
09.01.2009	50647	1	20	1	152,29
09.01.2009	52458	1	12	1	88,69
09.01.2009	52827	1	14	1	4,93
09.01.2009	56666	1	13	1	55,3
09.01.2009	58181	1	15	1	321,48
09.01.2009	61224	1	13	1	43,27
09.01.2009	61224	1	18	1	43,27
09.01.2009	61940	1	17	1	12,87
09.01.2009	62535	1	12	1	50,68
09.01.2009	62535	1	16	1	50,68
09.01.2009	64829	1	15	1	65,77
09.01.2009	66644	1	14	1	398,87
09.01.2009	67419	1	15	1	711,34
09.01.2009	68036	1	9	2	269,02
09.01.2009	68774	1	15	1	186,89
09.01.2009	68775	1	11	1	173,61
09.01.2009	69861	1	13	1	440
09.01.2009	71804	1	19	1	41,01
09.01.2009	73817	1	13	1	7,96
09.01.2009	77752	1	18	1	52,83
09.01.2009	82545	1	13	2	553,12
09.01.2009	82545	1	14	1	278,38
09.01.2009	82745	1	18	3	69,91
09.01.2009	82815	1	14	5	101,69
09.01.2009	83052	1	15	2	41,34
09.01.2009	83216	1	11	2	39,31
09.01.2009	83216	1	14	1	19,66
09.01.2009	83254	1	14	9	22,11
09.01.2009	83254	1	16	1	2,46
09.01.2009	83417	1	14	1	14,84
09.01.2009	83436	1	16	1	167,31
09.01.2009	83478	1	12	1	5,91
09.01.2009	83494	1	14	1	5,17
09.01.2009	83494	1	18	3	15,5
09.01.2009	83568	1	13	1	161,83
09.01.2009	83609	1	12	4	13,18
09.01.2009	83609	1	14	5	16,48
09.01.2009	83609	1	15	1	3,3
09.01.2009	83609	1	17	12	39,55
09.01.2009	83609	1	18	1	3,3
09.01.2009	83609	1	19	5	16,48
09.01.2009	84190	1	14	1	93,58
09.01.2009	84190	1	18	1	93,58
09.01.2009	84676	1	9	4	26,52
09.01.2009	1813	2	12	1	50,56
09.01.2009	1830	2	13	5	82,09
09.01.2009	4931	2	14	3	107,46
09.01.2009	11827	2	12	1	23,83
09.01.2009	15658	2	13	1	181,15
09.01.2009	16534	2	10	9	146,19
09.01.2009	16534	2	11	4	64,97
09.01.2009	16534	2	12	11	178,68
09.01.2009	16534	2	13	4	64,97
09.01.2009	16534	2	14	5	81,22
09.01.2009	16534	2	15	4	64,97
09.01.2009	16534	2	16	10	162,43
09.01.2009	16534	2	17	11	178,68
09.01.2009	16534	2	18	5	81,22
09.01.2009	16534	2	19	2	32,49
09.01.2009	16534	2	20	3	48,73
09.01.2009	16534	2	21	1	16,24
09.01.2009	18429	2	16	2	21,14
09.01.2009	18429	2	18	1	10,57
09.01.2009	20852	2	19	1	43,17
09.01.2009	32540	2	13	2	29,29
09.01.2009	34680	2	12	3	255,18
09.01.2009	35821	2	12	1	77,8
09.01.2009	38164	2	13	1	17,12
09.01.2009	40418	2	10	2	169,96
09.01.2009	40418	2	17	1	84,98
09.01.2009	46207	2	15	2	99,84
09.01.2009	46325	2	18	1	11,43
09.01.2009	47028	2	15	1	105,34
09.01.2009	48238	2	15	2	12,56
09.01.2009	48238	2	21	7	43,95
09.01.2009	50647	2	15	1	148,36
09.01.2009	51407	2	15	1	163,16
09.01.2009	60761	2	17	1	53,82
09.01.2009	61224	2	17	1	48,52
09.01.2009	61229	2	18	1	32,62
09.01.2009	61230	2	12	1	53,25
09.01.2009	61230	2	15	2	106,51
09.01.2009	62535	2	14	1	53,49
09.01.2009	62535	2	15	2	106,98
09.01.2009	70343	2	18	1	260,07
09.01.2009	71254	2	18	1	118,33
09.01.2009	82545	2	11	1	289,52
09.01.2009	82545	2	15	1	289,52
09.01.2009	83121	2	13	2	41,03
09.01.2009	83417	2	16	1	15,44
09.01.2009	83494	2	12	1	5,38
09.01.2009	83494	2	16	1	5,38
09.01.2009	84474	2	13	2	12,83
09.01.2009	84474	2	20	1	6,42
09.01.2009	84654	2	13	1	56,84
09.01.2009	84843	2	15	1	58,29
09.01.2009	85003	2	15	1	116,67
09.01.2009	85224	2	13	1	95,73
09.01.2009	85705	2	15	2	35,14
09.01.2009	690	3	10	1	187,16
09.01.2009	690	3	11	1	187,16
09.01.2009	828	3	12	1	82
09.01.2009	1379	3	10	2	80,96
09.01.2009	1843	3	12	1	15,79
09.01.2009	1843	3	13	1	15,79
09.01.2009	3382	3	15	1	293,18
09.01.2009	9943	3	13	2	62,36
09.01.2009	10208	3	12	4	39,39
09.01.2009	10208	3	13	2	19,69
09.01.2009	10613	3	16	1	154,77
09.01.2009	11846	3	17	2	8,15
09.01.2009	12007	3	13	1	129,5
09.01.2009	13488	3	14	1	18,14
09.01.2009	13747	3	9	1	214,32
09.01.2009	13858	3	15	1	194,92
09.01.2009	13882	3	10	1	232,71
09.01.2009	16534	3	9	8	124,96
09.01.2009	16534	3	10	2	31,24
09.01.2009	16534	3	11	8	124,96
09.01.2009	16534	3	12	4	62,48
09.01.2009	16534	3	13	8	124,96
09.01.2009	16534	3	14	5	78,1
09.01.2009	16534	3	15	3	46,86
09.01.2009	16534	3	16	5	78,1
09.01.2009	16534	3	17	1	15,62
09.01.2009	16534	3	18	1	15,62
09.01.2009	16534	3	19	5	78,1
09.01.2009	16534	3	20	1	15,62
09.01.2009	16560	3	20	2	14,62
09.01.2009	17303	3	11	1	199,76
09.01.2009	18194	3	14	1	44,65
09.01.2009	18194	3	20	1	44,65
09.01.2009	18220	3	18	1	60,96
09.01.2009	18429	3	12	2	24,69
09.01.2009	18429	3	13	1	12,34
09.01.2009	18429	3	20	2	24,69
09.01.2009	18489	3	11	3	13,51
09.01.2009	18489	3	16	1	4,5
09.01.2009	19622	3	18	2	24,49
09.01.2009	21269	3	20	1	381,81
09.01.2009	22363	3	12	1	166,51
09.01.2009	24909	3	20	1	53,43
09.01.2009	25192	3	17	1	271,69
09.01.2009	32560	3	13	2	26,83
09.01.2009	33449	3	13	1	9,48
09.01.2009	35321	3	14	1	62,65
09.01.2009	36554	3	9	2	27,03
09.01.2009	36554	3	11	2	27,03
09.01.2009	36554	3	14	4	54,05
09.01.2009	36554	3	17	2	27,03
09.01.2009	47027	3	15	1	94,09
09.01.2009	50078	3	13	1	31
09.01.2009	52145	3	16	1	162,75
09.01.2009	52609	3	18	1	347
09.01.2009	52796	3	11	5	25,31
09.01.2009	54214	3	11	1	30,3
09.01.2009	60065	3	16	1	198,04
09.01.2009	60753	3	11	1	49,22
09.01.2009	61171	3	11	1	132,5
09.01.2009	61326	3	18	2	58,34
09.01.2009	62535	3	13	1	54,42
09.01.2009	62712	3	15	1	32,19
09.01.2009	64884	3	14	1	19,38
09.01.2009	67551	3	15	1	14,61
09.01.2009	68036	3	13	1	134,51
09.01.2009	68036	3	17	1	134,51
09.01.2009	70587	3	11	12	29,48
09.01.2009	70587	3	14	10	24,57
09.01.2009	70587	3	20	3	7,37
09.01.2009	71804	3	12	1	42,1
09.01.2009	73609	3	13	1	408,1
09.01.2009	79036	3	16	1	9,22
09.01.2009	82260	3	12	2	29,48
09.01.2009	82260	3	17	1	14,74
09.01.2009	82533	3	13	3	31,65
09.01.2009	83122	3	17	1	53,62
09.01.2009	83149	3	19	1	165,32
09.01.2009	83609	3	12	1	6,16
09.01.2009	83609	3	16	3	18,49
09.01.2009	83609	3	17	2	12,32
09.01.2009	83609	3	18	1	6,16
09.01.2009	83609	3	20	6	36,97
09.01.2009	83715	3	20	2	20,71
09.01.2009	84112	3	20	5	188,76
09.01.2009	85314	3	12	1	15,03
09.01.2009	85314	3	14	1	15,03
09.01.2009	85314	3	20	1	15,03
09.01.2009	85376	3	18	1	56,04
09.01.2009	85406	3	15	1	19,89
09.01.2009	85444	3	17	1	22,62
09.01.2009	85459	3	12	1	24,78
09.01.2009	85618	3	16	1	501,46
09.01.2009	85631	3	20	1	26,73
09.01.2009	85768	3	16	1	6,34
10.01.2009	828	1	10	1	84,73
10.01.2009	828	1	15	1	84,73
10.01.2009	1151	1	14	1	429,97
10.01.2009	1815	1	18	2	26,29
10.01.2009	4931	1	13	2	71,64
10.01.2009	10217	1	18	1	9,38
10.01.2009	10453	1	20	2	239,46
10.01.2009	11308	1	17	1	228,99
10.01.2009	11824	1	16	1	28,96
10.01.2009	11945	1	13	1	20,92
10.01.2009	16534	1	9	23	358,8
10.01.2009	16534	1	10	5	78
10.01.2009	16534	1	11	3	46,8
10.01.2009	16534	1	12	5	78
10.01.2009	16534	1	13	15	234
10.01.2009	16534	1	14	8	124,8
10.01.2009	16534	1	15	8	124,8
10.01.2009	16534	1	16	3	46,8
10.01.2009	16534	1	17	2	31,2
10.01.2009	16534	1	18	3	46,8
10.01.2009	16534	1	19	7	109,2
10.01.2009	17293	1	20	2	368,94
10.01.2009	18220	1	13	1	62,97
10.01.2009	18346	1	11	1	11,08
10.01.2009	18346	1	13	1	11,08
10.01.2009	18346	1	14	1	11,08
10.01.2009	18429	1	14	1	10,51
10.01.2009	18429	1	15	1	10,16
10.01.2009	18429	1	19	1	10,51
10.01.2009	19529	1	12	1	216,37
10.01.2009	19529	1	17	1	216,37
10.01.2009	20013	1	15	1	520,16
10.01.2009	20852	1	10	1	40,05
10.01.2009	20852	1	14	2	80,11
10.01.2009	21923	1	10	1	125,29
10.01.2009	21959	1	17	1	2144,92
10.01.2009	22899	1	12	1	26,11
10.01.2009	22899	1	18	1	26,11
10.01.2009	24061	1	12	1	287,98
10.01.2009	31051	1	9	1	85
10.01.2009	32055	1	9	1	7,18
10.01.2009	32055	1	12	1	7,18
10.01.2009	32055	1	13	2	14,35
10.01.2009	32055	1	18	1	7,18
10.01.2009	32055	1	20	1	7,18
10.01.2009	32438	1	19	1	175,46
10.01.2009	33338	1	16	1	104,03
10.01.2009	33546	1	14	1	12,05
10.01.2009	33546	1	15	1	12,05
10.01.2009	33641	1	15	1	56,34
10.01.2009	35694	1	13	1	125,37
10.01.2009	35694	1	17	1	125,37
10.01.2009	36554	1	11	1	16,09
10.01.2009	36554	1	13	2	32,17
10.01.2009	36554	1	15	1	16,09
10.01.2009	36554	1	16	1	16,09
10.01.2009	37083	1	18	1	51,48
10.01.2009	38164	1	13	1	16,89
10.01.2009	38164	1	15	2	33,77
10.01.2009	38164	1	19	1	16,89
10.01.2009	40418	1	13	1	81,7
10.01.2009	44291	1	17	2	133,97
10.01.2009	46207	1	10	1	54,42
10.01.2009	47027	1	10	1	102,69
10.01.2009	50110	1	14	2	74,02
10.01.2009	61402	1	10	1	36,07
10.01.2009	61816	1	18	1	130,81
10.01.2009	64829	1	12	1	65,77
10.01.2009	68036	1	9	3	403,53
10.01.2009	68036	1	10	2	269,02
10.01.2009	68036	1	12	2	269,02
10.01.2009	68036	1	20	2	269,02
10.01.2009	68774	1	12	1	186,89
10.01.2009	71804	1	14	1	41,01
10.01.2009	74841	1	17	3	109,1
10.01.2009	76455	1	15	1	511,86
10.01.2009	76470	1	15	1	16,93
10.01.2009	78558	1	14	1	29,52
10.01.2009	80068	1	14	1	39,47
10.01.2009	80172	1	15	1	220,93
10.01.2009	80351	1	19	1	227,47
10.01.2009	82143	1	20	4	100,46
10.01.2009	82154	1	17	2	98,28
10.01.2009	82203	1	16	1	245,1
10.01.2009	82260	1	12	2	28,66
10.01.2009	82545	1	17	1	278,38
10.01.2009	83052	1	14	1	20,67
10.01.2009	83052	1	17	1	20,67
10.01.2009	83149	1	20	1	165,15
10.01.2009	83254	1	9	1	2,46
10.01.2009	83254	1	14	4	9,83
10.01.2009	83254	1	20	5	12,28
10.01.2009	83436	1	16	1	167,31
10.01.2009	83436	1	18	1	167,31
10.01.2009	83436	1	20	1	167,31
10.01.2009	83454	1	9	2	65,56
10.01.2009	83494	1	9	1	5,17
10.01.2009	83609	1	13	7	23,07
10.01.2009	84190	1	13	1	93,58
10.01.2009	84676	1	16	1	6,63
10.01.2009	84811	1	14	1	64,53
10.01.2009	85032	1	14	1	131,39
10.01.2009	85033	1	12	1	61,89
10.01.2009	85376	1	13	2	65,52
10.01.2009	3381	2	19	1	97,42
10.01.2009	10256	2	15	2	53,12
10.01.2009	13488	2	15	1	20,09
10.01.2009	13924	2	17	1	171,09
10.01.2009	16534	2	10	6	97,46
10.01.2009	16534	2	11	14	227,41
10.01.2009	16534	2	12	1	16,24
10.01.2009	16534	2	13	7	113,7
10.01.2009	16534	2	14	3	48,73
10.01.2009	16534	2	15	1	16,24
10.01.2009	16534	2	16	10	162,43
10.01.2009	16534	2	17	5	81,22
10.01.2009	16534	2	18	6	97,46
10.01.2009	16534	2	19	8	129,95
10.01.2009	16534	2	20	4	64,97
10.01.2009	18440	2	16	5	10,04
10.01.2009	18440	2	18	5	10,04
10.01.2009	18440	2	20	1	2,01
10.01.2009	19463	2	18	1	215,46
10.01.2009	20852	2	12	1	43,17
10.01.2009	20852	2	18	1	43,17
10.01.2009	20852	2	20	1	43,17
10.01.2009	20969	2	14	2	46,18
10.01.2009	24056	2	19	1	172,28
10.01.2009	27459	2	15	1	85,59
10.01.2009	32540	2	17	1	14,64
10.01.2009	32560	2	13	1	12,25
10.01.2009	33661	2	13	2	51,67
10.01.2009	36554	2	11	1	15,62
10.01.2009	36554	2	15	3	46,86
10.01.2009	36554	2	16	1	15,62
10.01.2009	43699	2	13	1	13,26
10.01.2009	43699	2	18	2	26,52
10.01.2009	45804	2	20	1	249,89
10.01.2009	46196	2	19	4	17,47
10.01.2009	48238	2	10	3	18,84
10.01.2009	48238	2	20	1	6,28
10.01.2009	50080	2	17	1	55,03
10.01.2009	54419	2	20	1	52,22
10.01.2009	56661	2	11	1	33,19
10.01.2009	60753	2	17	2	109,28
10.01.2009	61230	2	12	1	53,25
10.01.2009	61230	2	17	1	53,25
10.01.2009	62537	2	13	1	42,76
10.01.2009	62799	2	12	1	84,55
10.01.2009	68774	2	15	1	178,19
10.01.2009	78269	2	13	1	47,13
10.01.2009	78558	2	11	1	30,69
10.01.2009	82545	2	17	1	289,52
10.01.2009	82678	2	12	2	57,99
10.01.2009	82807	2	13	1	12,56
10.01.2009	83052	2	14	1	21,49
10.01.2009	83254	2	12	5	12,77
10.01.2009	83254	2	13	10	25,54
10.01.2009	83254	2	16	11	28,1
10.01.2009	83254	2	19	18	45,98
10.01.2009	83254	2	20	6	15,33
10.01.2009	83587	2	13	1	21,2
10.01.2009	83609	2	14	5	29,25
10.01.2009	83609	2	15	5	29,25
10.01.2009	83609	2	18	10	58,5
10.01.2009	83609	2	20	2	11,7
10.01.2009	84170	2	15	1	84,34
10.01.2009	84843	2	17	1	58,29
10.01.2009	84863	2	16	1	151,85
10.01.2009	84872	2	12	1	24,34
10.01.2009	84872	2	15	1	24,34
10.01.2009	84936	2	11	1	51,85
10.01.2009	85003	2	15	1	116,18
10.01.2009	85395	2	17	1	27,96
10.01.2009	85631	2	13	1	27,81
10.01.2009	3381	3	14	1	101,5
10.01.2009	3381	3	15	1	101,5
10.01.2009	3381	3	18	1	101,5
10.01.2009	4138	3	16	1	80,89
10.01.2009	9240	3	11	1	6,26
10.01.2009	9943	3	19	1	31,18
10.01.2009	10208	3	11	2	19,69
10.01.2009	11230	3	18	1	14,45
10.01.2009	11816	3	15	1	110,1
10.01.2009	11816	3	17	2	220,19
10.01.2009	11945	3	11	1	18,8
10.01.2009	12007	3	14	1	129,5
10.01.2009	12007	3	15	1	129,5
10.01.2009	13488	3	12	1	18,14
10.01.2009	13488	3	20	1	18,14
10.01.2009	13747	3	19	1	205,45
10.01.2009	13882	3	13	1	250,13
10.01.2009	16534	3	9	5	78,1
10.01.2009	16534	3	10	6	93,72
10.01.2009	16534	3	11	21	328,01
10.01.2009	16534	3	12	4	62,48
10.01.2009	16534	3	13	4	62,48
10.01.2009	16534	3	14	3	46,86
10.01.2009	16534	3	15	7	109,34
10.01.2009	16534	3	16	5	78,1
10.01.2009	16534	3	17	3	46,86
10.01.2009	16534	3	18	7	109,34
10.01.2009	17303	3	16	1	199,76
10.01.2009	18194	3	15	1	44,65
10.01.2009	18429	3	10	1	12,34
10.01.2009	18429	3	11	1	12,34
10.01.2009	19622	3	19	3	36,74
10.01.2009	20013	3	15	1	518,82
10.01.2009	20013	3	18	1	518,82
10.01.2009	21269	3	12	1	381,81
10.01.2009	21269	3	13	1	381,81
10.01.2009	21269	3	17	2	763,62
10.01.2009	22899	3	16	2	52,22
10.01.2009	26114	3	12	5	9,36
10.01.2009	26926	3	13	1	397,72
10.01.2009	27289	3	17	1	119,42
10.01.2009	28180	3	15	1	49,33
10.01.2009	28560	3	15	1	60,61
10.01.2009	31050	3	13	1	93,85
10.01.2009	32427	3	11	1	126,28
10.01.2009	32560	3	18	1	13,42
10.01.2009	33036	3	13	1	448,66
10.01.2009	35821	3	10	1	85,66
10.01.2009	35821	3	15	1	85,66
10.01.2009	36554	3	9	5	67,57
10.01.2009	36554	3	12	3	40,54
10.01.2009	36554	3	13	1	13,51
10.01.2009	36554	3	14	3	40,54
10.01.2009	36554	3	16	4	54,05
10.01.2009	36554	3	18	5	67,57
10.01.2009	36554	3	19	1	13,51
10.01.2009	37083	3	15	1	51,21
10.01.2009	38164	3	16	2	33,77
10.01.2009	38164	3	17	1	16,89
10.01.2009	38222	3	13	1	111,91
10.01.2009	42504	3	13	1	440,52
10.01.2009	44291	3	14	1	66,98
10.01.2009	45910	3	16	1	79,46
10.01.2009	46293	3	15	1	50,68
10.01.2009	47035	3	20	1	179,13
10.01.2009	52458	3	12	1	88,69
10.01.2009	54419	3	12	1	52,86
10.01.2009	56668	3	13	2	59,01
10.01.2009	57046	3	18	1	293,34
10.01.2009	58183	3	12	1	210,81
10.01.2009	58183	3	19	1	210,81
10.01.2009	58539	3	10	1	563,61
10.01.2009	61172	3	14	1	179,59
10.01.2009	61326	3	13	1	29,17
10.01.2009	61326	3	15	1	29,17
10.01.2009	61940	3	10	1	12,6
10.01.2009	64829	3	13	1	65,77
10.01.2009	64884	3	20	1	19,38
10.01.2009	64892	3	13	1	55,11
10.01.2009	64892	3	16	1	55,11
10.01.2009	68551	3	11	1	73,48
10.01.2009	68774	3	14	1	173,22
10.01.2009	70587	3	16	2	4,91
10.01.2009	70587	3	17	3	7,37
10.01.2009	70587	3	18	12	29,48
10.01.2009	70587	3	19	8	19,66
10.01.2009	70587	3	20	2	4,91
10.01.2009	71344	3	19	1	22,83
10.01.2009	71804	3	14	3	126,3
10.01.2009	73817	3	16	1	7,96
10.01.2009	76489	3	14	2	20,4
10.01.2009	77129	3	15	1	51,48
10.01.2009	78269	3	16	1	47,99
10.01.2009	79036	3	16	2	18,45
10.01.2009	79036	3	17	1	9,22
10.01.2009	82260	3	11	4	58,97
10.01.2009	82260	3	12	6	88,45
10.01.2009	82260	3	14	1	14,74
10.01.2009	82260	3	16	1	14,74
10.01.2009	82545	3	10	2	549,47
10.01.2009	83025	3	11	1	19,03
10.01.2009	83122	3	14	1	52,03
10.01.2009	83436	3	10	1	165,71
10.01.2009	83609	3	9	2	12,32
10.01.2009	83609	3	11	11	67,78
10.01.2009	83609	3	17	1	6,16
10.01.2009	83609	3	18	6	36,97
10.01.2009	83609	3	20	1	6,16
10.01.2009	83715	3	12	4	41,42
10.01.2009	84112	3	11	7	264,26
10.01.2009	84474	3	12	1	4,8
10.01.2009	84474	3	15	1	4,8
10.01.2009	84843	3	13	1	59,53
10.01.2009	84924	3	19	1	184,74
10.01.2009	85033	3	13	1	45,32
10.01.2009	85314	3	20	2	30,07
10.01.2009	85376	3	13	1	56,84
10.01.2009	85386	3	15	1	23,95
10.01.2009	85406	3	12	1	19,89
10.01.2009	85444	3	16	1	22,62
10.01.2009	85601	3	11	2	36,85
10.01.2009	85618	3	16	1	501,46
10.01.2009	85631	3	15	1	26,73
10.01.2009	85700	3	12	1	522,29
10.01.2009	85707	3	17	1	4,99
11.01.2009	690	1	16	1	178,41
11.01.2009	1815	1	13	1	13,14
11.01.2009	3381	1	20	1	101,32
11.01.2009	3388	1	13	1	172,95
11.01.2009	7537	1	13	1	62,98
11.01.2009	8618	1	10	1	696,52
11.01.2009	9240	1	20	1	6,26
11.01.2009	10217	1	13	2	18,76
11.01.2009	11829	1	16	2	7,99
11.01.2009	16534	1	9	4	62,4
11.01.2009	16534	1	10	15	234
11.01.2009	16534	1	11	4	62,4
11.01.2009	16534	1	12	4	62,4
11.01.2009	16534	1	13	9	140,4
11.01.2009	16534	1	14	7	109,2
11.01.2009	16534	1	16	7	109,2
11.01.2009	16534	1	17	5	78
11.01.2009	16534	1	18	5	78
11.01.2009	16534	1	19	7	109,2
11.01.2009	16534	1	20	9	140,4
11.01.2009	16560	1	18	1	7,96
11.01.2009	18249	1	20	1	11,8
11.01.2009	18346	1	10	2	22,15
11.01.2009	18346	1	18	1	11,08
11.01.2009	18429	1	18	1	10,51
11.01.2009	20852	1	13	2	80,11
11.01.2009	21269	1	9	1	369,9
11.01.2009	21269	1	11	1	369,9
11.01.2009	21269	1	19	1	369,9
11.01.2009	22899	1	14	1	26,11
11.01.2009	22899	1	16	1	26,11
11.01.2009	24054	1	17	1	122,62
11.01.2009	26064	1	17	1	11,43
11.01.2009	26114	1	12	1	1,87
11.01.2009	27994	1	19	1	45,59
11.01.2009	31051	1	13	1	85
11.01.2009	31051	1	17	1	85
11.01.2009	31164	1	11	1	91,9
