Дата продажи	Товар.Код	Отдел.Код	Час покупки	Количество	Сумма
01.12.2008	477	1	11	1	4,45
01.12.2008	477	1	17	2	8,89
01.12.2008	485	1	11	1	4,56
01.12.2008	1813	1	15	1	54,17
01.12.2008	2206	1	14	1	11,58
01.12.2008	2290	1	16	1	179,38
01.12.2008	3381	1	15	1	98,08
01.12.2008	4138	1	15	1	78,74
01.12.2008	6100	1	10	2	116,73
01.12.2008	10208	1	10	1	6,65
01.12.2008	10208	1	11	2	13,3
01.12.2008	10453	1	19	1	115,6
01.12.2008	10456	1	15	1	44,79
01.12.2008	11827	1	11	1	22,91
01.12.2008	16534	1	9	2	31,24
01.12.2008	16534	1	10	4	62,48
01.12.2008	16534	1	11	2	31,24
01.12.2008	16534	1	12	2	31,24
01.12.2008	16534	1	14	2	31,24
01.12.2008	16534	1	15	3	46,86
01.12.2008	16534	1	16	11	171,81
01.12.2008	16534	1	17	11	171,81
01.12.2008	16534	1	18	5	78,1
01.12.2008	16534	1	19	3	46,86
01.12.2008	16560	1	18	2	14,62
01.12.2008	18333	1	10	1	10,35
01.12.2008	18333	1	11	2	20,71
01.12.2008	20852	1	12	2	86,35
01.12.2008	22851	1	16	2	22,54
01.12.2008	28092	1	18	1	139,87
01.12.2008	31164	1	18	1	92,39
01.12.2008	32055	1	16	1	8,31
01.12.2008	32585	1	11	1	11,27
01.12.2008	33449	1	16	1	9,48
01.12.2008	35496	1	10	1	32,72
01.12.2008	35496	1	17	1	32,72
01.12.2008	35694	1	16	1	122,75
01.12.2008	36509	1	11	1	14,49
01.12.2008	36509	1	12	1	14,49
01.12.2008	36509	1	14	2	28,98
01.12.2008	36509	1	15	1	14,49
01.12.2008	36509	1	16	1	14,49
01.12.2008	36509	1	18	2	28,98
01.12.2008	37835	1	17	2	232,05
01.12.2008	38164	1	10	1	16,59
01.12.2008	38222	1	9	1	113,16
01.12.2008	43699	1	14	1	12,75
01.12.2008	46207	1	16	1	49,88
01.12.2008	47027	1	9	1	101,36
01.12.2008	52126	1	20	1	275,91
01.12.2008	52754	1	18	1	23,32
01.12.2008	54419	1	11	1	47,54
01.12.2008	58096	1	18	1	24,94
01.12.2008	61224	1	17	1	43,27
01.12.2008	61816	1	11	1	132,68
01.12.2008	63785	1	20	1	314,55
01.12.2008	68036	1	19	2	269,02
01.12.2008	68776	1	19	1	183,28
01.12.2008	71254	1	16	1	113,41
01.12.2008	71434	1	15	1	232,24
01.12.2008	71434	1	18	1	232,24
01.12.2008	76550	1	15	1	12,25
01.12.2008	82154	1	10	10	491,4
01.12.2008	82231	1	18	1	35,37
01.12.2008	82260	1	17	3	44,34
01.12.2008	82545	1	19	2	556,76
01.12.2008	82849	1	19	2	54,64
01.12.2008	83052	1	19	1	21,02
01.12.2008	83122	1	15	1	59,53
01.12.2008	83216	1	13	1	18,19
01.12.2008	83216	1	16	1	18,19
01.12.2008	83246	1	12	1	282,75
01.12.2008	83246	1	18	2	565,5
01.12.2008	83251	1	18	1	32,08
01.12.2008	83282	1	12	1	33,79
01.12.2008	83436	1	16	1	159,67
01.12.2008	83494	1	10	1	5,17
01.12.2008	83494	1	11	4	20,67
01.12.2008	83494	1	15	10	51,67
01.12.2008	83494	1	16	1	5,17
01.12.2008	83494	1	17	2	10,33
01.12.2008	83609	1	14	5	16,48
01.12.2008	83609	1	15	2	6,59
01.12.2008	83609	1	16	10	32,95
01.12.2008	83609	1	19	5	16,48
01.12.2008	84190	1	15	1	73,38
01.12.2008	84190	1	17	1	73,38
01.12.2008	84676	1	11	1	6,63
01.12.2008	84676	1	13	2	13,26
01.12.2008	85406	1	20	1	19,68
01.12.2008	85631	1	16	1	26,73
01.12.2008	2206	2	20	1	12,28
01.12.2008	3381	2	18	1	98,65
01.12.2008	9220	2	18	5	21,64
01.12.2008	9240	2	18	1	6,98
01.12.2008	10209	2	13	2	13,14
01.12.2008	10209	2	21	2	13,14
01.12.2008	13840	2	20	1	13,2
01.12.2008	14282	2	15	1	198,08
01.12.2008	16506	2	19	5	48,85
01.12.2008	16506	2	20	32	312,62
01.12.2008	16534	2	10	5	81,22
01.12.2008	16534	2	11	6	97,46
01.12.2008	16534	2	12	3	48,73
01.12.2008	16534	2	14	1	16,24
01.12.2008	16534	2	15	4	64,97
01.12.2008	16534	2	17	12	194,92
01.12.2008	16534	2	18	2	32,49
01.12.2008	16534	2	19	1	16,24
01.12.2008	17293	2	17	1	174,56
01.12.2008	18333	2	14	1	10,78
01.12.2008	18333	2	17	1	10,78
01.12.2008	18429	2	13	1	10,92
01.12.2008	20852	2	12	1	43,84
01.12.2008	20852	2	21	1	43,84
01.12.2008	21269	2	13	1	409,64
01.12.2008	22819	2	18	2	18,1
01.12.2008	22830	2	14	1	8,79
01.12.2008	22830	2	16	1	8,79
01.12.2008	25191	2	21	1	268,85
01.12.2008	27656	2	18	1	342,15
01.12.2008	32055	2	11	2	15,05
01.12.2008	32585	2	18	2	23,44
01.12.2008	32669	2	18	1	61,02
01.12.2008	33338	2	15	1	101,03
01.12.2008	35694	2	12	1	130,38
01.12.2008	36554	2	18	1	14,25
01.12.2008	37083	2	12	1	51,3
01.12.2008	40418	2	16	1	80,34
01.12.2008	46325	2	13	3	34,28
01.12.2008	50470	2	16	1	170,66
01.12.2008	58093	2	13	3	71,14
01.12.2008	58182	2	18	1	463,42
01.12.2008	60753	2	17	1	51,03
01.12.2008	61230	2	18	1	56,61
01.12.2008	61402	2	12	1	36,85
01.12.2008	62535	2	20	1	54,64
01.12.2008	64404	2	20	1	227,33
01.12.2008	64513	2	19	1	15,44
01.12.2008	70343	2	19	1	248,61
01.12.2008	70570	2	11	2	5,11
01.12.2008	70570	2	13	1	2,55
01.12.2008	70570	2	15	1	2,55
01.12.2008	70570	2	20	3	7,66
01.12.2008	70570	2	21	10	25,54
01.12.2008	78461	2	19	1	368,92
01.12.2008	79038	2	14	1	7,6
01.12.2008	82807	2	17	1	12,56
01.12.2008	82849	2	17	3	75,52
01.12.2008	82849	2	20	3	75,52
01.12.2008	83029	2	17	1	43,76
01.12.2008	83282	2	13	1	32,9
01.12.2008	83282	2	18	1	32,9
01.12.2008	83494	2	12	1	5,34
01.12.2008	83494	2	13	10	53,43
01.12.2008	83494	2	17	3	16,03
01.12.2008	83609	2	17	1	3,43
01.12.2008	83609	2	19	1	3,43
01.12.2008	83609	2	20	11	37,75
01.12.2008	83907	2	16	1	141,65
01.12.2008	84676	2	21	1	6,9
01.12.2008	84936	2	18	2	103,7
01.12.2008	84936	2	21	1	51,52
01.12.2008	3381	3	13	2	196,17
01.12.2008	3381	3	14	2	196,17
01.12.2008	4751	3	15	1	80,98
01.12.2008	4752	3	13	1	85,53
01.12.2008	9943	3	14	1	31,18
01.12.2008	10208	3	14	1	6,65
01.12.2008	10208	3	18	1	6,65
01.12.2008	10453	3	16	1	119,73
01.12.2008	10650	3	20	1	29,8
01.12.2008	11816	3	13	1	111,44
01.12.2008	11816	3	20	1	110,08
01.12.2008	11931	3	12	1	20,24
01.12.2008	13747	3	11	1	206,52
01.12.2008	15955	3	16	3	2012,46
01.12.2008	16534	3	9	1	15,62
01.12.2008	16534	3	10	5	78,1
01.12.2008	16534	3	11	6	93,72
01.12.2008	16534	3	13	1	15,62
01.12.2008	16534	3	15	13	203,05
01.12.2008	16534	3	16	1	15,62
01.12.2008	16534	3	17	1	15,62
01.12.2008	16534	3	18	6	93,72
01.12.2008	16534	3	19	2	31,24
01.12.2008	16534	3	20	1	15,62
01.12.2008	18194	3	14	1	44,65
01.12.2008	18301	3	12	2	20,71
01.12.2008	18429	3	12	1	10,51
01.12.2008	18477	3	18	1	22,19
01.12.2008	18489	3	11	5	22,52
01.12.2008	18489	3	12	2	9,01
01.12.2008	18489	3	18	5	22,33
01.12.2008	20539	3	17	1	341,33
01.12.2008	20586	3	19	1	532,56
01.12.2008	20852	3	17	1	42,14
01.12.2008	20855	3	17	1	39,31
01.12.2008	21269	3	14	1	391,81
01.12.2008	21270	3	9	1	208,83
01.12.2008	22899	3	20	3	78,33
01.12.2008	28092	3	15	1	129,5
01.12.2008	28182	3	16	2	62,01
01.12.2008	32560	3	13	2	26,83
01.12.2008	32560	3	18	1	13,42
01.12.2008	33338	3	10	1	104,83
01.12.2008	34680	3	11	1	82,39
01.12.2008	35319	3	13	1	56,75
01.12.2008	35330	3	12	1	438,3
01.12.2008	35694	3	19	1	125,37
01.12.2008	35694	3	20	1	125,37
01.12.2008	35821	3	17	1	86,54
01.12.2008	36554	3	16	4	54,6
01.12.2008	36554	3	20	1	13,65
01.12.2008	41614	3	13	1	55,24
01.12.2008	45910	3	17	1	79,46
01.12.2008	47030	3	17	1	101,36
01.12.2008	48962	3	12	1	14,72
01.12.2008	50470	3	19	1	173,22
01.12.2008	52827	3	18	3	14,27
01.12.2008	52827	3	20	2	9,52
01.12.2008	54276	3	9	1	36,78
01.12.2008	54419	3	9	1	48,54
01.12.2008	54419	3	12	1	50,21
01.12.2008	54419	3	17	1	50,21
01.12.2008	54419	3	18	1	50,21
01.12.2008	54420	3	16	1	73,83
01.12.2008	54420	3	17	1	73,83
01.12.2008	60753	3	12	1	51,38
01.12.2008	60753	3	14	1	51,38
01.12.2008	61816	3	13	1	131,74
01.12.2008	62536	3	13	1	53,16
01.12.2008	62537	3	13	1	43,84
01.12.2008	64513	3	11	1	14,84
01.12.2008	64513	3	13	1	14,84
01.12.2008	64892	3	17	1	54,62
01.12.2008	67551	3	10	1	14,61
01.12.2008	68036	3	12	2	276,94
01.12.2008	68036	3	17	3	415,41
01.12.2008	69359	3	11	1	364,65
01.12.2008	70280	3	10	1	322,14
01.12.2008	70284	3	20	1	110,68
01.12.2008	70570	3	9	2	5,11
01.12.2008	70570	3	13	2	5,11
01.12.2008	70570	3	15	4	10,22
01.12.2008	70570	3	16	4	10,22
01.12.2008	70573	3	16	1	2,14
01.12.2008	70573	3	17	2	4,29
01.12.2008	70573	3	20	5	10,72
01.12.2008	71254	3	10	2	222,03
01.12.2008	71323	3	10	1	65,5
01.12.2008	71325	3	10	1	65,5
01.12.2008	71434	3	20	1	234,43
01.12.2008	71922	3	18	1	153,43
01.12.2008	74992	3	17	1	45,59
01.12.2008	80068	3	13	1	41,83
01.12.2008	80172	3	15	1	226,98
01.12.2008	82260	3	12	4	60,76
01.12.2008	82533	3	9	4	43,27
01.12.2008	82533	3	14	6	64,7
01.12.2008	82533	3	16	10	107,83
01.12.2008	82545	3	13	1	278,38
01.12.2008	82745	3	9	5	97,4
01.12.2008	82849	3	20	11	268,34
01.12.2008	83417	3	17	2	29,68
01.12.2008	83494	3	13	5	25,74
01.12.2008	83494	3	15	1	5,15
01.12.2008	83494	3	16	1	5,15
01.12.2008	83609	3	13	7	20,2
01.12.2008	83609	3	15	1	2,89
01.12.2008	83609	3	16	1	2,89
01.12.2008	83609	3	17	1	2,89
01.12.2008	83609	3	20	1	2,89
01.12.2008	83819	3	13	1	23,07
01.12.2008	84190	3	12	1	74,74
01.12.2008	84235	3	20	1	118,33
01.12.2008	84676	3	10	1	6,63
01.12.2008	84676	3	11	1	6,63
01.12.2008	84676	3	18	4	26,52
01.12.2008	84843	3	20	1	58,71
01.12.2008	84856	3	11	1	20,83
01.12.2008	84955	3	14	10	110,37
02.12.2008	686	1	9	1	217,33
02.12.2008	3381	1	12	1	98,08
02.12.2008	4138	1	20	1	78,74
02.12.2008	4752	1	14	1	83,42
02.12.2008	5199	1	9	1	22,25
02.12.2008	10208	1	10	2	13,3
02.12.2008	10208	1	11	4	26,6
02.12.2008	10208	1	18	2	13,3
02.12.2008	10256	1	15	1	24,96
02.12.2008	10350	1	9	1	96,43
02.12.2008	10650	1	11	1	30,01
02.12.2008	13488	1	13	2	40,79
02.12.2008	14211	1	19	1	322,65
02.12.2008	16534	1	9	7	109,34
02.12.2008	16534	1	10	3	46,86
02.12.2008	16534	1	11	6	93,72
02.12.2008	16534	1	12	6	93,72
02.12.2008	16534	1	13	2	31,24
02.12.2008	16534	1	15	15	234,29
02.12.2008	16534	1	16	15	234,29
02.12.2008	16534	1	17	6	93,72
02.12.2008	16534	1	19	2	31,24
02.12.2008	16534	1	20	3	46,86
02.12.2008	17293	1	18	1	192,78
02.12.2008	18170	1	16	1	49,88
02.12.2008	18333	1	10	2	20,71
02.12.2008	18333	1	15	1	10,35
02.12.2008	18429	1	14	1	10,51
02.12.2008	18429	1	18	2	21,02
02.12.2008	20011	1	16	1	237,51
02.12.2008	20852	1	11	1	43,17
02.12.2008	20855	1	14	1	41,32
02.12.2008	21930	1	17	1	130,84
02.12.2008	26114	1	10	5	9,36
02.12.2008	26114	1	18	2	3,74
02.12.2008	27459	1	16	1	78,6
02.12.2008	27498	1	18	1	128,7
02.12.2008	27993	1	18	1	16,95
02.12.2008	31164	1	17	1	91,9
02.12.2008	32055	1	11	1	8,31
02.12.2008	32055	1	13	1	8,31
02.12.2008	32055	1	14	2	16,61
02.12.2008	32055	1	16	5	41,54
02.12.2008	32055	1	19	2	16,61
02.12.2008	32055	1	20	1	8,31
02.12.2008	32435	1	18	1	19,32
02.12.2008	32585	1	17	2	22,54
02.12.2008	33449	1	13	1	9,48
02.12.2008	33552	1	17	1	12,05
02.12.2008	34680	1	9	1	82,84
02.12.2008	35479	1	15	4	140,97
02.12.2008	35495	1	17	2	96,13
02.12.2008	35694	1	12	1	125,37
02.12.2008	36259	1	10	1	146,44
02.12.2008	36259	1	19	1	146,44
02.12.2008	36509	1	12	4	57,95
02.12.2008	36509	1	13	1	14,49
02.12.2008	36509	1	18	2	28,98
02.12.2008	36509	1	19	1	14,49
02.12.2008	38079	1	10	2	14,66
02.12.2008	38162	1	20	1	16,46
02.12.2008	38164	1	14	2	33,19
02.12.2008	41616	1	9	1	30,21
02.12.2008	41800	1	18	1	16,77
02.12.2008	45804	1	17	1	253,42
02.12.2008	46322	1	16	1	9,73
02.12.2008	47029	1	9	2	196,33
02.12.2008	50080	1	12	1	52,77
02.12.2008	51385	1	9	1	42,57
02.12.2008	52126	1	15	1	267,6
02.12.2008	52827	1	10	5	23,79
02.12.2008	52827	1	18	1	4,76
02.12.2008	54311	1	20	1	136,48
02.12.2008	54419	1	9	1	47,54
02.12.2008	54419	1	16	1	47,54
02.12.2008	58093	1	18	3	86,87
02.12.2008	58592	1	19	1	173,47
02.12.2008	61230	1	16	3	165,44
02.12.2008	61230	1	19	1	53,9
02.12.2008	61816	1	9	1	132,68
02.12.2008	61816	1	19	1	132,68
02.12.2008	62535	1	18	1	51,11
02.12.2008	64892	1	13	1	55,44
02.12.2008	64892	1	15	1	55,44
02.12.2008	64955	1	17	1	174,6
02.12.2008	67428	1	11	1	70,02
02.12.2008	67552	1	13	1	14,45
02.12.2008	68036	1	10	2	269,02
02.12.2008	68036	1	14	2	269,02
02.12.2008	68036	1	16	2	269,02
02.12.2008	68036	1	17	4	538,04
02.12.2008	68036	1	20	4	536,29
02.12.2008	68774	1	20	1	191,98
02.12.2008	68776	1	11	1	183,28
02.12.2008	70570	1	9	1	2,46
02.12.2008	70570	1	12	15	36,85
02.12.2008	70570	1	16	10	24,57
02.12.2008	70570	1	19	5	12,28
02.12.2008	75406	1	17	1	339,46
02.12.2008	76550	1	17	1	12,25
02.12.2008	78549	1	11	1	34,3
02.12.2008	79124	1	11	1	48,81
02.12.2008	82260	1	13	1	14,78
02.12.2008	82260	1	18	1	14,78
02.12.2008	82745	1	18	4	77,92
02.12.2008	82849	1	19	10	273,19
02.12.2008	82849	1	20	10	273,19
02.12.2008	83052	1	16	1	21,02
02.12.2008	83417	1	9	1	19,3
02.12.2008	83436	1	15	1	159,67
02.12.2008	83436	1	16	2	310,81
02.12.2008	83454	1	18	1	32,78
02.12.2008	83494	1	11	1	5,17
02.12.2008	83494	1	12	4	20,67
02.12.2008	83494	1	15	1	5,17
02.12.2008	83494	1	16	1	5,17
02.12.2008	83609	1	11	1	3,3
02.12.2008	83609	1	15	2	6,59
02.12.2008	83609	1	16	1	3,3
02.12.2008	83609	1	17	1	3,3
02.12.2008	83972	1	18	1	42,72
02.12.2008	84384	1	15	5	131,78
02.12.2008	84474	1	14	2	14,47
02.12.2008	84474	1	15	2	14,47
02.12.2008	84676	1	12	2	13,26
02.12.2008	84676	1	15	20	132,6
02.12.2008	84769	1	20	1	64,06
02.12.2008	84843	1	14	1	59,79
02.12.2008	84846	1	10	1	110,39
02.12.2008	84846	1	15	1	110,39
02.12.2008	84955	1	17	10	110,37
02.12.2008	85188	1	15	1	46,66
02.12.2008	85376	1	19	2	65,52
02.12.2008	85406	1	11	1	19,68
02.12.2008	85618	1	9	1	501,46
02.12.2008	1813	2	12	1	50,56
02.12.2008	2291	2	20	1	584,75
02.12.2008	4751	2	18	1	82,29
02.12.2008	10350	2	17	1	100,44
02.12.2008	12786	2	17	6	64,47
02.12.2008	13840	2	15	2	26,4
02.12.2008	15658	2	12	1	172,89
02.12.2008	16506	2	11	3	29,31
02.12.2008	16506	2	12	2	19,54
02.12.2008	16506	2	13	2	19,54
02.12.2008	16506	2	14	2	19,54
02.12.2008	16506	2	15	2	19,54
02.12.2008	16560	2	17	14	106,47
02.12.2008	16560	2	18	2	15,21
02.12.2008	16560	2	19	6	45,63
02.12.2008	16560	2	20	21	159,71
02.12.2008	16560	2	21	3	22,81
02.12.2008	18194	2	19	1	46,45
02.12.2008	18429	2	10	2	21,84
02.12.2008	18429	2	15	1	10,92
02.12.2008	18429	2	19	2	21,84
02.12.2008	18477	2	13	1	19,62
02.12.2008	20852	2	14	1	43,84
02.12.2008	20852	2	16	1	43,84
02.12.2008	20852	2	17	2	87,67
02.12.2008	20852	2	18	1	43,84
02.12.2008	31050	2	16	1	86,52
02.12.2008	32055	2	16	1	7,53
02.12.2008	32585	2	20	1	11,72
02.12.2008	35496	2	19	1	34,53
02.12.2008	36554	2	12	3	42,33
02.12.2008	36554	2	18	3	42,76
02.12.2008	41527	2	17	1	445,93
02.12.2008	47028	2	21	1	105,34
02.12.2008	48238	2	20	1	6,22
02.12.2008	52827	2	10	4	19,81
02.12.2008	52827	2	13	5	24,76
02.12.2008	61224	2	12	1	48,52
02.12.2008	61230	2	21	1	56,61
02.12.2008	62535	2	20	1	54,64
02.12.2008	62535	2	21	1	54,64
02.12.2008	64234	2	19	1	14,22
02.12.2008	67551	2	11	1	15,19
02.12.2008	70570	2	18	4	10,22
02.12.2008	70570	2	19	7	17,88
02.12.2008	71323	2	21	1	68,11
02.12.2008	71325	2	21	1	68,11
02.12.2008	76787	2	20	1	179,75
02.12.2008	77751	2	18	2	56,9
02.12.2008	78269	2	12	1	47,13
02.12.2008	78558	2	18	2	70,47
02.12.2008	82545	2	10	1	285,71
02.12.2008	82545	2	17	1	285,71
02.12.2008	82807	2	13	1	12,56
02.12.2008	82815	2	15	5	103,35
02.12.2008	82849	2	17	4	100,7
02.12.2008	82849	2	18	8	201,4
02.12.2008	82849	2	20	8	201,4
02.12.2008	83029	2	19	1	43,76
02.12.2008	83052	2	13	1	20,71
02.12.2008	83149	2	19	1	162,57
02.12.2008	83215	2	18	1	507,68
02.12.2008	83417	2	17	1	17,57
02.12.2008	83494	2	15	2	10,69
02.12.2008	83568	2	12	2	336,92
02.12.2008	83568	2	20	1	161,83
02.12.2008	83609	2	14	5	17,16
02.12.2008	83609	2	15	1	3,43
02.12.2008	83609	2	21	2	6,86
02.12.2008	84190	2	13	1	76,5
02.12.2008	84676	2	15	1	6,9
02.12.2008	84769	2	13	1	65,97
02.12.2008	808	3	17	1	272,43
02.12.2008	828	3	13	2	163,99
02.12.2008	1151	3	18	1	425,35
02.12.2008	1379	3	16	1	40,48
02.12.2008	2206	3	19	1	11,82
02.12.2008	2289	3	13	1	367,2
02.12.2008	2827	3	14	1	16,38
02.12.2008	4751	3	16	2	162,81
02.12.2008	5134	3	16	1	213,04
02.12.2008	8619	3	14	1	347,65
02.12.2008	10208	3	13	2	13,3
02.12.2008	10208	3	14	1	6,65
02.12.2008	11816	3	13	1	110,08
02.12.2008	11827	3	17	1	22,91
02.12.2008	13756	3	16	1	3,1
02.12.2008	16534	3	9	7	109,34
02.12.2008	16534	3	10	10	156,19
02.12.2008	16534	3	11	5	78,1
02.12.2008	16534	3	12	2	31,24
02.12.2008	16534	3	13	1	15,62
02.12.2008	16534	3	16	4	62,48
02.12.2008	16534	3	17	13	203,05
02.12.2008	16534	3	18	9	140,58
02.12.2008	16534	3	19	3	46,86
02.12.2008	17303	3	17	1	202,18
02.12.2008	18194	3	16	1	44,65
02.12.2008	18301	3	12	1	10,35
02.12.2008	18301	3	15	1	10,35
02.12.2008	18511	3	10	2	8,03
02.12.2008	18511	3	12	2	8,03
02.12.2008	18511	3	16	1	4,02
02.12.2008	19622	3	20	1	12,25
02.12.2008	20852	3	10	1	42,14
02.12.2008	20852	3	17	1	42,14
02.12.2008	21269	3	14	1	391,81
02.12.2008	21269	3	20	1	391,81
02.12.2008	22899	3	15	2	52,22
02.12.2008	22899	3	16	1	26,11
02.12.2008	27289	3	11	1	109,67
02.12.2008	27290	3	18	2	194,65
02.12.2008	27520	3	11	1	221,73
02.12.2008	31050	3	13	1	82,35
02.12.2008	32091	3	9	1	7,78
02.12.2008	32560	3	18	2	26,83
02.12.2008	33448	3	11	1	9,48
02.12.2008	33448	3	18	1	9,48
02.12.2008	34680	3	9	1	82,39
02.12.2008	34680	3	16	1	82,39
02.12.2008	36554	3	10	1	13,65
02.12.2008	36554	3	12	1	13,65
02.12.2008	36554	3	15	1	13,65
02.12.2008	36946	3	18	1	5,91
02.12.2008	37083	3	16	1	54,89
02.12.2008	38222	3	19	1	112,69
02.12.2008	40418	3	12	1	77,86
02.12.2008	43699	3	9	1	12,75
02.12.2008	45911	3	14	1	38,53
02.12.2008	46277	3	16	1	41,03
02.12.2008	48238	3	12	2	11,93
02.12.2008	48262	3	16	1	7,23
02.12.2008	48262	3	18	2	14,47
02.12.2008	50128	3	16	1	40,52
02.12.2008	51928	3	9	1	66,03
02.12.2008	52458	3	18	1	92,78
02.12.2008	53184	3	19	1	21,8
02.12.2008	54277	3	18	1	63,28
02.12.2008	54311	3	15	1	130,12
02.12.2008	54311	3	20	1	128,7
02.12.2008	54419	3	11	1	50,21
02.12.2008	54419	3	12	1	50,21
02.12.2008	54419	3	14	1	50,21
02.12.2008	54419	3	15	1	50,21
02.12.2008	57990	3	19	1	692,31
02.12.2008	58093	3	11	1	26,81
02.12.2008	58590	3	17	1	220,93
02.12.2008	60070	3	10	1	219,86
02.12.2008	61326	3	10	1	29,17
02.12.2008	61326	3	16	1	29,17
02.12.2008	61326	3	18	1	29,17
02.12.2008	62535	3	12	1	50,86
02.12.2008	64472	3	18	1	32,37
02.12.2008	64899	3	14	1	208,57
02.12.2008	68036	3	9	1	138,47
02.12.2008	68036	3	13	2	276,94
02.12.2008	69242	3	17	1	50,41
02.12.2008	70284	3	16	1	129,44
02.12.2008	70573	3	16	3	6,43
02.12.2008	71323	3	19	1	65,5
02.12.2008	71325	3	19	1	65,5
02.12.2008	72287	3	9	1	180,55
02.12.2008	75032	3	9	1	87,15
02.12.2008	76470	3	11	1	17,08
02.12.2008	80068	3	17	1	41,83
02.12.2008	82143	3	12	1	26,27
02.12.2008	82260	3	15	2	30,38
02.12.2008	82533	3	13	10	108,42
02.12.2008	82729	3	17	1	130,03
02.12.2008	82815	3	15	5	101,89
02.12.2008	82849	3	9	2	48,79
02.12.2008	82849	3	10	4	97,58
02.12.2008	82849	3	20	10	243,94
02.12.2008	83122	3	12	1	53,1
02.12.2008	83122	3	13	1	53,1
02.12.2008	83417	3	18	1	14,84
02.12.2008	83494	3	11	2	10,3
02.12.2008	83568	3	20	1	161,83
02.12.2008	83609	3	12	5	14,43
02.12.2008	83609	3	13	6	17,32
02.12.2008	83609	3	14	5	14,43
02.12.2008	83609	3	15	2	5,77
02.12.2008	83609	3	19	4	11,54
02.12.2008	83983	3	12	1	33,19
02.12.2008	84190	3	11	1	74,74
02.12.2008	84190	3	17	1	74,74
02.12.2008	84304	3	18	1	32,76
02.12.2008	84515	3	9	1	1519,73
02.12.2008	84936	3	18	1	49,84
02.12.2008	85032	3	18	1	132,74
02.12.2008	85076	3	16	1	16,98
02.12.2008	85601	3	10	1	18,43
02.12.2008	85631	3	19	1	162,75
03.12.2008	1871	1	11	1	416,15
03.12.2008	4138	1	9	1	78,74
03.12.2008	4752	1	12	1	86,35
03.12.2008	9240	1	13	1	6,26
03.12.2008	10208	1	18	5	33,25
03.12.2008	11816	1	12	1	112,59
03.12.2008	11816	1	17	1	112,59
03.12.2008	11829	1	12	1	4
03.12.2008	13883	1	10	1	433,62
03.12.2008	14185	1	19	1	18,23
03.12.2008	16534	1	9	2	31,24
03.12.2008	16534	1	10	9	140,58
03.12.2008	16534	1	13	4	62,48
03.12.2008	16534	1	15	1	15,62
03.12.2008	16534	1	16	11	171,81
03.12.2008	16534	1	17	5	78,1
03.12.2008	16534	1	18	1	15,62
03.12.2008	16534	1	19	5	78,1
03.12.2008	17303	1	16	1	196,81
03.12.2008	17303	1	19	1	196,81
03.12.2008	18333	1	12	1	10,35
03.12.2008	18440	1	12	3	5,73
03.12.2008	20852	1	18	1	43,17
03.12.2008	20855	1	11	1	41,32
03.12.2008	27498	1	18	1	129,77
03.12.2008	32055	1	17	1	8,31
03.12.2008	33339	1	11	2	176,98
03.12.2008	36509	1	11	1	14,49
03.12.2008	36509	1	12	2	28,98
03.12.2008	36509	1	13	1	14,49
03.12.2008	37835	1	18	1	116,02
03.12.2008	38162	1	13	1	16,46
03.12.2008	43699	1	10	1	12,75
03.12.2008	46322	1	18	2	19,46
03.12.2008	47863	1	16	1	55,5
03.12.2008	52458	1	12	1	91,94
03.12.2008	52458	1	13	3	275,83
03.12.2008	54419	1	12	1	47,54
03.12.2008	54419	1	14	1	47,54
03.12.2008	54419	1	17	1	47,54
03.12.2008	61224	1	14	1	43,27
03.12.2008	61230	1	16	1	53,9
03.12.2008	61402	1	20	1	36,07
03.12.2008	61816	1	19	1	132,68
03.12.2008	62535	1	15	1	51,11
03.12.2008	62773	1	10	1	98,4
03.12.2008	68036	1	20	2	269,02
03.12.2008	68774	1	15	1	191,98
03.12.2008	70282	1	12	1	235,85
03.12.2008	70570	1	9	3	7,37
03.12.2008	71254	1	17	1	113,41
03.12.2008	76550	1	12	3	36,74
03.12.2008	76550	1	13	1	12,25
03.12.2008	77075	1	17	1	401,23
03.12.2008	81928	1	18	1	275,36
03.12.2008	82231	1	11	1	35,37
03.12.2008	82231	1	13	1	35,37
03.12.2008	82545	1	10	2	623,65
03.12.2008	82545	1	14	2	623,65
03.12.2008	82545	1	20	1	311,82
03.12.2008	82815	1	19	10	197,73
03.12.2008	82849	1	15	5	136,6
03.12.2008	82849	1	17	2	54,64
03.12.2008	82849	1	20	3	81,96
03.12.2008	83122	1	10	1	59,53
03.12.2008	83149	1	19	1	162,26
03.12.2008	83478	1	11	50	268,12
03.12.2008	83494	1	11	3	15,5
03.12.2008	83494	1	19	5	25,84
03.12.2008	83609	1	16	1	3,3
03.12.2008	83609	1	17	11	36,25
03.12.2008	83983	1	17	1	78,64
03.12.2008	84112	1	11	2	69,81
03.12.2008	84190	1	14	1	73,38
03.12.2008	84190	1	18	2	147,19
03.12.2008	84413	1	15	1	52,44
03.12.2008	84474	1	11	3	21,7
03.12.2008	84474	1	12	1	7,23
03.12.2008	84676	1	9	1	6,63
03.12.2008	84676	1	12	1	6,63
03.12.2008	84676	1	18	1	6,63
03.12.2008	85376	1	18	2	65,52
03.12.2008	85376	1	20	2	65,52
03.12.2008	85637	1	18	1	27,89
03.12.2008	682	2	14	1	200,85
03.12.2008	2206	2	15	1	12,28
03.12.2008	3381	2	12	1	98,24
03.12.2008	3382	2	12	1	297,39
